,Index Name,Date,TotalReturnsIndex
2181,Nifty Bank,20 Nov 2014,22949.01
2182,Nifty Bank,19 Nov 2014,22871.80
2183,Nifty Bank,18 Nov 2014,23023.80
2184,Nifty Bank,17 Nov 2014,22942.97
2185,Nifty Bank,14 Nov 2014,22860.29
2186,Nifty Bank,13 Nov 2014,22699.28
2187,Nifty Bank,12 Nov 2014,22873.61
2188,Nifty Bank,11 Nov 2014,22617.59
2189,Nifty Bank,10 Nov 2014,22451.39
2190,Nifty Bank,07 Nov 2014,22561.48
2191,Nifty Bank,05 Nov 2014,22569.14
2192,Nifty Bank,03 Nov 2014,22284.48
2193,Nifty Bank,31 Oct 2014,22168.65
2194,Nifty Bank,30 Oct 2014,21798.02
2195,Nifty Bank,29 Oct 2014,21634.13
2196,Nifty Bank,28 Oct 2014,21676.97
2197,Nifty Bank,27 Oct 2014,21533.42
2198,Nifty Bank,23 Oct 2014,21420.82
2199,Nifty Bank,22 Oct 2014,21387.88
2200,Nifty Bank,21 Oct 2014,21365.16
2201,Nifty Bank,20 Oct 2014,21091.23
2202,Nifty Bank,17 Oct 2014,20718.16
2203,Nifty Bank,16 Oct 2014,20213.27
2204,Nifty Bank,14 Oct 2014,20486.35
2205,Nifty Bank,13 Oct 2014,20390.05
2206,Nifty Bank,10 Oct 2014,20099.12
2207,Nifty Bank,09 Oct 2014,20472.90
2208,Nifty Bank,08 Oct 2014,19956.31
2209,Nifty Bank,07 Oct 2014,19743.32
2210,Nifty Bank,01 Oct 2014,19920.17
2211,Nifty Bank,30 Sep 2014,20019.08
2212,Nifty Bank,29 Sep 2014,20124.80
2213,Nifty Bank,26 Sep 2014,20298.68
2214,Nifty Bank,25 Sep 2014,19897.85
2215,Nifty Bank,24 Sep 2014,20471.75
2216,Nifty Bank,23 Sep 2014,20683.15
2217,Nifty Bank,22 Sep 2014,21062.52
2218,Nifty Bank,19 Sep 2014,21007.35
2219,Nifty Bank,18 Sep 2014,21013.49
2220,Nifty Bank,17 Sep 2014,20599.56
2221,Nifty Bank,16 Sep 2014,20606.70
2222,Nifty Bank,15 Sep 2014,21027.40
2223,Nifty Bank,12 Sep 2014,21140.04
2224,Nifty Bank,11 Sep 2014,21075.03
2225,Nifty Bank,10 Sep 2014,21006.88
2226,Nifty Bank,09 Sep 2014,21013.39
2227,Nifty Bank,08 Sep 2014,21078.30
2228,Nifty Bank,05 Sep 2014,20786.76
2229,Nifty Bank,04 Sep 2014,20853.15
2230,Nifty Bank,03 Sep 2014,20952.58
2231,Nifty Bank,02 Sep 2014,20979.31
2232,Nifty Bank,01 Sep 2014,20826.16
2233,Nifty Bank,28 Aug 2014,20471.87
2234,Nifty Bank,27 Aug 2014,20442.28
2235,Nifty Bank,26 Aug 2014,20320.58
2236,Nifty Bank,25 Aug 2014,20379.01
2237,Nifty Bank,22 Aug 2014,20574.29
2238,Nifty Bank,21 Aug 2014,20370.14
2239,Nifty Bank,20 Aug 2014,20135.41
2240,Nifty Bank,19 Aug 2014,20191.23
2241,Nifty Bank,18 Aug 2014,20080.86
2242,Nifty Bank,14 Aug 2014,19625.48
2243,Nifty Bank,13 Aug 2014,19393.04
2244,Nifty Bank,12 Aug 2014,19582.65
2245,Nifty Bank,11 Aug 2014,19309.63
2246,Nifty Bank,08 Aug 2014,19204.26
2247,Nifty Bank,07 Aug 2014,19491.78
2248,Nifty Bank,06 Aug 2014,19520.12
2249,Nifty Bank,05 Aug 2014,19890.32
2250,Nifty Bank,04 Aug 2014,19824.07
2251,Nifty Bank,01 Aug 2014,19675.11
2252,Nifty Bank,31 Jul 2014,19856.93
2253,Nifty Bank,30 Jul 2014,20097.29
2254,Nifty Bank,28 Jul 2014,19784.82
2255,Nifty Bank,25 Jul 2014,19927.99
2256,Nifty Bank,24 Jul 2014,20203.85
2257,Nifty Bank,23 Jul 2014,20111.10
2258,Nifty Bank,22 Jul 2014,20064.70
2259,Nifty Bank,21 Jul 2014,20010.86
2260,Nifty Bank,18 Jul 2014,20015.27
2261,Nifty Bank,17 Jul 2014,19858.84
2262,Nifty Bank,16 Jul 2014,19854.16
2263,Nifty Bank,15 Jul 2014,19368.29
2264,Nifty Bank,14 Jul 2014,18845.25
2265,Nifty Bank,11 Jul 2014,18789.95
2266,Nifty Bank,10 Jul 2014,19277.01
2267,Nifty Bank,09 Jul 2014,19419.27
2268,Nifty Bank,08 Jul 2014,19505.62
2269,Nifty Bank,07 Jul 2014,19986.97
2270,Nifty Bank,04 Jul 2014,20232.21
2271,Nifty Bank,03 Jul 2014,20091.16
2272,Nifty Bank,02 Jul 2014,20139.79
2273,Nifty Bank,01 Jul 2014,19920.11
2274,Nifty Bank,30 Jun 2014,19816.81
2275,Nifty Bank,27 Jun 2014,19492.36
2276,Nifty Bank,26 Jun 2014,19567.27
2277,Nifty Bank,25 Jun 2014,19811.51
2278,Nifty Bank,24 Jun 2014,19904.69
2279,Nifty Bank,23 Jun 2014,19601.58
2280,Nifty Bank,20 Jun 2014,19499.21
2281,Nifty Bank,19 Jun 2014,19589.93
2282,Nifty Bank,18 Jun 2014,19788.87
2283,Nifty Bank,17 Jun 2014,19987.50
2284,Nifty Bank,16 Jun 2014,19541.27
2285,Nifty Bank,13 Jun 2014,19637.35
2286,Nifty Bank,12 Jun 2014,20102.63
2287,Nifty Bank,11 Jun 2014,20061.90
2288,Nifty Bank,10 Jun 2014,20032.37
2289,Nifty Bank,09 Jun 2014,20213.65
2290,Nifty Bank,06 Jun 2014,20182.18
2291,Nifty Bank,05 Jun 2014,19843.29
2292,Nifty Bank,04 Jun 2014,19808.70
2293,Nifty Bank,03 Jun 2014,19710.61
2294,Nifty Bank,02 Jun 2014,19749.07
2295,Nifty Bank,30 May 2014,19111.09
2296,Nifty Bank,29 May 2014,19417.11
2297,Nifty Bank,28 May 2014,19584.46
2298,Nifty Bank,27 May 2014,19469.10
2299,Nifty Bank,26 May 2014,19587.75
2300,Nifty Bank,23 May 2014,19729.21
2301,Nifty Bank,22 May 2014,19432.41
2302,Nifty Bank,21 May 2014,19298.88
2303,Nifty Bank,20 May 2014,19504.24
2304,Nifty Bank,19 May 2014,19647.45
2305,Nifty Bank,16 May 2014,19170.96
2306,Nifty Bank,15 May 2014,18375.30
2307,Nifty Bank,14 May 2014,18337.31
2308,Nifty Bank,13 May 2014,18283.68
2309,Nifty Bank,12 May 2014,18179.73
2310,Nifty Bank,09 May 2014,17747.96
2311,Nifty Bank,08 May 2014,16827.53
2312,Nifty Bank,07 May 2014,16699.52
2313,Nifty Bank,06 May 2014,16735.48
2314,Nifty Bank,05 May 2014,16625.25
2315,Nifty Bank,02 May 2014,16575.34
